x,y,stopDuration
-123.112221,49.209473,438.127
-123.11409,49.210266,21004.937
-123.112167,49.209473,2216.873
-123.089409,49.20924,217.063
-123.113731,49.210114,8201.0
-123.114853,49.21019,1030.127
-123.114723,49.211163,665.063
-123.113853,49.210293,208.0
-123.113907,49.210316,1023.0
-123.113907,49.210293,638.0
-123.113853,49.210293,1837.0
-123.113853,49.210266,4895.063
-123.112419,49.210136,2773.0
-123.111755,49.206989,5609.0
-123.112419,49.207451,54729.063
-123.111832,49.207016,473.0
-123.111755,49.207039,372.0
-123.113777,49.210136,656.063
-123.155479,49.266483,316.063
-123.137512,49.226879,1784.063
-123.113091,49.207451,24.873
-123.102974,49.21106,891.0
-123.111961,49.209267,7.936
-123.111862,49.206989,60646.0
-123.111938,49.206886,410.0
-123.111862,49.207039,198.0
-123.111755,49.206963,413.0
-123.111862,49.206913,618.0
-123.111908,49.206936,198.0
-123.090691,49.228107,354.127
-123.107353,49.209473,782.127
-123.104637,49.211803,1271.063
-123.11319,49.207451,300.063
-123.091484,49.210472,36.063
-123.111832,49.207016,65862.063
-123.065117,49.27219,246.0
-123.062019,49.273472,207.063
-123.114288,49.207424,129.063
-123.111755,49.209396,3557.127
-123.112297,49.20932,19349.062999
-123.112373,49.209778,2214.0
-123.111832,49.207115,1958.063
-123.038742,49.234535,200.0
-123.028938,49.241215,442.063
-123.030426,49.241344,453.063
-123.050934,49.233307,214.127
-123.111656,49.207142,478.0
-123.111603,49.207039,297.0
-123.111938,49.20924,401.063
-123.179184,49.261414,268.0
-123.168358,49.257473,1249.063
-123.112473,49.207756,61519.063
-123.112244,49.207066,256.0
-123.112114,49.207092,1112.0
-123.112144,49.207016,1972.063
-123.102234,49.210239,479.063
-123.121742,49.26564,901.063
-123.164566,49.268711,110.936
-123.11245,49.207577,62695.063
-123.11219,49.207115,2488.063
-123.113113,49.207424,22.873
-123.112061,49.207016,65337.063
-123.112061,49.207039,297.0
-123.102257,49.209957,366.063
-123.057663,49.280972,347.0
-123.05587,49.272858,483.0
-123.113808,49.263283,712.127
-123.113037,49.207424,57.873
-123.112831,49.207451,63741.063
-123.111862,49.206963,291.0
-123.111809,49.207066,802.063
-123.112373,49.208858,268.063
-123.102135,49.210548,2.936
-123.038795,49.234558,285.0
-123.028275,49.238323,814.063
-123.026741,49.237835,417.063
-123.113136,49.207451,253.127
-123.111862,49.207092,3319.0
-123.17189,49.264103,1191.0
-123.113213,49.207451,20.873
-123.114113,49.207294,62491.063
-123.111938,49.206989,2321.063
-123.11232,49.208652,309.063
-123.11982,49.265434,1687.063
-123.140816,49.272293,211.0
-123.11219,49.207092,60728.063
-123.111938,49.207016,2658.063
-123.091019,49.257957,169.0
-123.089432,49.257317,728.063
-123.111702,49.207115,63760.0
-123.111862,49.209087,227.063
-123.065063,49.244926,331.0
-123.061707,49.280052,550.063
-123.055794,49.272934,585.063
-123.113243,49.207424,562.063
-123.114006,49.207321,66231.063
-123.039665,49.234459,246.063
-123.03936,49.234818,366.0
-123.037392,49.236633,189.0
-123.03688,49.237759,340.0
-123.038773,49.238758,199.0
-123.030197,49.235176,241.0
-123.028175,49.237709,256.063
-123.028732,49.238579,296.0
-123.041153,49.243725,198.063
-123.040588,49.242702,315.127
-123.05088,49.233074,1.873
-123.112038,49.206989,457.0
-123.111961,49.206963,441.127
-123.110397,49.208679,2.0
-123.102135,49.210571,228.063
-123.165642,49.257496,2.063
-123.113136,49.207424,107.0
-123.113373,49.207294,905.063
-123.111786,49.209473,13052.063
-123.111938,49.209679,2243.063
-123.114288,49.20924,3194.0
-123.113136,49.210136,46216.0
-123.11972,49.265331,139.063
-123.112473,49.20763,61398.063
-123.111862,49.209267,450.0
-123.083313,49.244236,192.0
-123.089508,49.248436,801.0
-123.087669,49.248333,4588.0
-123.113777,49.210163,345.0
-123.113731,49.210163,9085.0
-123.113678,49.210548,1569.063
-123.112373,49.21006,1623.0
-123.114189,49.212082,2464.127
-123.113777,49.210114,278.127
-123.111984,49.207294,42752.0
-123.112221,49.207474,1276.0
-123.065041,49.245644,345.063
-123.061707,49.280052,305.063
-123.036621,49.275417,223.063
-123.055824,49.272907,431.0
-123.114494,49.207706,93.873
-123.111755,49.207016,620.0
-123.111603,49.206989,289.0
-123.10157,49.225216,211.0
-123.036621,49.236275,226.0
-123.034012,49.237556,297.063
-123.068771,49.262363,583.063
-123.110275,49.208706,590.063
-123.113266,49.207451,172.0
-123.103722,49.20937,1366.063
-123.110275,49.208706,60045.063
-123.185127,49.263538,1291.063
-123.165695,49.263973,724.127
-123.156967,49.26387,2.126999
-123.112396,49.207397,64266.063
-123.102158,49.210419,214.063
-123.101006,49.232922,230.063
-123.113831,49.259903,207.0
-123.115211,49.270603,7.873
-123.140816,49.27227,217.0
-123.157219,49.26812,3.873
-123.069565,49.275906,783.063
-123.113266,49.207451,76.063
-123.112961,49.207397,65156.063
-123.101692,49.221912,538.127
-123.089355,49.248718,283.0
-123.089355,49.257343,1296.127
-123.112419,49.207474,60544.063
-123.111961,49.206989,5081.0
-123.064217,49.279129,25262.0
-123.113136,49.207348,3.873
-123.11319,49.207397,5095.063
-123.11245,49.208652,475.127
-123.106819,49.253349,291.0
-123.047859,49.281204,702.063
-123.057869,49.282124,217.0
-123.141968,49.266201,216.0
-123.030403,49.234715,716.063
-123.034729,49.236786,411.063
-123.110168,49.20937,456.0
-123.114471,49.207397,261.0
-123.112549,49.208679,624.0
-123.111786,49.209343,12252.063
-123.112267,49.209473,4688.063
-123.112885,49.210136,23053.062999
-123.111984,49.207603,44814.063
-123.067596,49.230362,306.0
-123.111679,49.207066,210.99
-123.115364,49.238834,216.0
-123.114006,49.282509,218.0
-123.124992,49.283916,997.0
-123.125122,49.283867,1246.063
-123.128265,49.287247,16.936
-123.090256,49.273933,502.127
-123.069542,49.276161,1203.063
-123.111526,49.286888,4236.0
-123.110832,49.286785,265.936
-123.095375,49.281895,302.0
-123.113037,49.207424,659.063
-123.112167,49.206963,61358.063
-123.112144,49.206963,1792.0
-123.112038,49.206913,358.0
-123.062477,49.275291,443.0
-123.056664,49.266434,506.0
-123.061401,49.259033,166.0
-123.112244,49.209011,693.063
-123.11319,49.207451,16.873
-123.114395,49.207577,257.063
-123.111809,49.207066,223.0
-123.090897,49.2458,370.0
-123.091225,49.257854,309.0
-123.058838,49.274368,223.0
-123.061378,49.238655,208.0
-123.037773,49.240578,214.0
-123.030449,49.239067,249.0
-123.042404,49.231285,337.0
-123.054512,49.242546,332.0
-123.113213,49.207424,19.063
-123.112167,49.207092,66561.063
-123.111908,49.207039,297.0
-123.193321,49.25156,1458.0
-123.111809,49.209164,248.127
-123.113091,49.207424,209.063
-123.113731,49.207321,71980.063
-123.111938,49.207115,450.0
-123.186226,49.25148,166.0
-123.214722,49.261646,235.0
-123.141098,49.25573,369.0
-123.099159,49.24667,287.0
-123.111984,49.20924,41.127
-123.114166,49.207474,263.063
-123.113243,49.207272,812.063
-123.112297,49.20924,2829.0
-123.113701,49.210163,35502.873
-123.112473,49.207935,23811.062999
-123.111679,49.207142,241.0
-123.107376,49.209473,415.0
-123.031067,49.228161,213.0
-123.031883,49.228058,198.0
-123.066162,49.237122,191.0
-123.066086,49.237324,421.0
-123.075325,49.223141,342.0
-123.090096,49.229107,371.127
-123.042839,49.249664,168.0
-123.057335,49.26907,715.063
-123.073456,49.270145,461.0
-123.073814,49.270065,349.0
-123.089302,49.273624,773.0
-123.046349,49.281227,544.127
-123.089226,49.273499,3073.0
-123.09079,49.273933,180.0
-123.089844,49.232052,263.0
-123.113213,49.207397,11.873
-123.106659,49.210369,789.063
-123.112473,49.207809,59562.063
-123.112091,49.209038,1534.0
-123.111702,49.20919,281.0
-123.112679,49.24173,451.0
-123.10643,49.243774,208.0
-123.129677,49.226597,2281.127
-123.113167,49.207451,46.936
-123.110222,49.207706,964.0
-123.111809,49.207066,63825.063
-123.113777,49.210114,588.0
-123.128883,49.231693,240.0
-123.110168,49.209293,1787.0
-123.111702,49.209549,268.063
-123.110992,49.207115,248.0
-123.112984,49.207424,122.127
-123.112343,49.209293,39903.063
-123.112495,49.207886,30531.876
-123.112221,49.207375,404.063
-123.111473,49.207066,1897.063
-123.111351,49.207424,2880.063
-123.112297,49.2075,370.0
-123.182953,49.22747,371.063
-123.113113,49.207451,2.126999
-123.114136,49.207348,337.063
-123.11245,49.208527,329.937
-123.111984,49.20924,28841.936
-123.113136,49.210033,81148.0
-123.112625,49.209164,2548.063
-123.044228,49.226906,245.0
-123.086464,49.229237,281.0
-123.087769,49.231899,1218.127
-123.111115,49.207115,346.063
-123.110168,49.207603,295.0
-123.125732,49.201817,887.063
-123.126015,49.203918,1834.063
-123.065781,49.24818,228.0
-123.067467,49.272114,190.0
-123.05687,49.205784,241.0
-123.110115,49.207603,292.0
-123.112167,49.207115,67402.0
-123.049599,49.255142,203.0
-123.02372,49.276031,221.0
-123.036438,49.266891,248.0
-123.030884,49.256962,221.0
-123.110146,49.20763,295.0
-123.106583,49.210239,1920.063
-123.112114,49.207039,62420.063
-123.111809,49.209343,478.0
-123.112267,49.207142,4846.0
-123.090561,49.27383,268.063
-123.049904,49.260674,272.0
-123.111961,49.20932,145.063
-123.111656,49.207169,471.063
-123.111115,49.207115,627.064
-123.110146,49.207603,236.0
-123.105995,49.210625,228.063
-123.111908,49.207092,68484.063
-123.070084,49.257778,220.0
-123.08728,49.276085,184.0
-123.074455,49.273445,204.0
-123.110168,49.20763,598.0
-123.111908,49.209293,171.063
-123.112114,49.207066,35943.0
-123.090714,49.27383,1821.063
-123.097679,49.282379,325.0
-123.135872,49.29129,333.0
-123.123222,49.279259,1924.063
-123.086922,49.272907,135.0
-123.086952,49.272781,293.063
-123.111755,49.207092,4354.0
-123.036438,49.267021,245.0
-123.087769,49.23172,236.0
-123.111092,49.207115,216.063
-123.110115,49.207603,257.063
-123.105843,49.21088,3438.063
-123.112091,49.207066,69207.0
-123.110275,49.207554,337.0
-123.094193,49.282101,1977.063
-123.095268,49.282841,768.063
-123.138512,49.205761,723.063
-123.089897,49.273754,1322.063
-123.107452,49.278797,1283.063
-123.126068,49.272293,792.127
-123.094475,49.283047,25385.062999
-123.094093,49.282791,320.0
-123.093941,49.282894,304.0
-123.11158,49.207039,43265.0
-123.112038,49.207218,349.063
-123.095093,49.283047,2180.063
-123.094322,49.282818,293.063
-123.094299,49.282715,3130.063
-123.094963,49.282459,6734.063
-123.094246,49.282661,12378.063
-123.093811,49.282841,253.0
-123.094864,49.282738,607.063
-123.095093,49.282482,994.063
-123.094788,49.282459,453.063
-123.094704,49.282227,332.063
-123.106789,49.264256,182.0
-123.107536,49.263847,335.0
-123.090996,49.257908,721.0
-123.070259,49.273087,518.0
-123.065781,49.271858,498.0
-123.067444,49.272114,427.0
-123.06591,49.265816,313.0
-123.067368,49.266354,205.0
-123.069489,49.273804,257.063
-123.086235,49.274292,165.0
-123.086334,49.274265,376.0
-123.087357,49.276058,185.0
-123.086922,49.272934,284.063
-123.112091,49.207016,41972.0
-123.072769,49.278515,258.0
-123.069618,49.273575,209.0
-123.05838,49.268608,211.0
-123.031883,49.215103,215.0
-123.110199,49.207603,690.0
-123.112015,49.207066,68110.0
-123.041664,49.251839,150.0
-123.035805,49.289112,190.0
-123.023773,49.275955,217.0
-123.036438,49.266994,263.0
-123.111961,49.209293,151.063
-123.110199,49.207603,488.0
-123.106743,49.207706,856.063
-123.112061,49.207115,67571.0
-123.136208,49.23748,228.0
-123.090614,49.273857,573.063
-123.049934,49.26062,246.0
-123.056435,49.215771,224.0
-123.111732,49.207169,279.063
-123.110146,49.207603,623.127
-123.111832,49.207115,68080.0
-123.110146,49.207577,200.0
-123.07,49.257755,237.0
-123.065933,49.272091,215.0
-123.051651,49.237835,170.0
-123.111092,49.207115,375.063
-123.110146,49.207603,353.0
-123.10656,49.211624,1670.0
-123.111938,49.207066,67286.063
-123.05201,49.270477,330.0
-123.04763,49.290062,471.0
-123.04776,49.290188,389.0
-123.026558,49.252888,939.063
-123.084877,49.230976,216.0
-123.087769,49.232079,535.063
-123.110168,49.207603,303.0
-123.106743,49.207554,751.063
-123.07,49.257755,211.0
-123.082672,49.275623,197.0
-123.066422,49.272167,313.0
-123.058403,49.268608,287.0
-123.059715,49.245007,223.0
-123.111961,49.209293,130.063
-123.112038,49.207115,67514.0
-123.051697,49.237835,236.0
-123.023743,49.275982,225.0
-123.036415,49.267021,353.0
-123.031914,49.215103,172.0
-123.114037,49.207474,354.0
-123.110168,49.20763,302.0
-123.111938,49.209293,150.063
-123.111862,49.20919,1712.063
-123.111832,49.209499,9755.063
-123.112091,49.209473,9727.063
-123.111755,49.209419,47015.063
-123.111755,49.207092,673.0
-123.049934,49.26062,310.0
-123.049522,49.258392,357.0
-123.1082,49.216923,703.063
-123.110168,49.20763,469.063
-123.106766,49.207169,761.063
-123.112091,49.207066,67731.0
-123.079887,49.275955,410.0
-123.058304,49.268581,207.0
-123.111015,49.207066,550.127
-123.111702,49.207142,534.063
-123.110168,49.20763,335.0
-123.112038,49.207066,67680.063
-123.036362,49.236454,212.0
-123.084976,49.231003,249.0
-123.087769,49.232052,1365.127
-123.113548,49.2075,236.0
-123.110146,49.207603,293.0
-123.106689,49.207603,708.127
-123.111908,49.209343,274.063
-123.093758,49.28315,280.0
-123.102257,49.272472,1558.063
-123.127907,49.278618,1627.063
-123.086998,49.272808,342.063
-123.069542,49.273602,212.0
-123.065834,49.272091,249.0
-123.031883,49.21508,168.0
-123.114243,49.207397,286.0
-123.110146,49.20763,767.0
-123.107864,49.209522,638.063
-123.111908,49.207039,64660.0
-123.051697,49.237835,262.0
-123.049881,49.260647,210.0
-123.047478,49.278568,399.0
-123.02372,49.276031,236.0
-123.029655,49.257652,253.0
-123.111908,49.20924,176.063
-123.111092,49.207115,267.0
-123.110199,49.207603,613.063
-123.106537,49.21019,1236.063
-123.110146,49.207603,1288.063
-123.111908,49.207039,65203.0
-123.065117,49.247871,209.0
-123.111115,49.207115,572.127
-123.110222,49.207653,347.127
-123.113525,49.208447,368.0
-123.112602,49.208706,417.0
-123.106583,49.21019,916.063
-123.111862,49.207039,65273.0
-123.074608,49.237862,262.0
-123.07,49.257729,249.0
-123.069641,49.273602,261.0
-123.066032,49.272091,217.0
-123.03186,49.215179,157.0
-123.051651,49.237862,203.0
-123.030067,49.244263,202.0
-123.111092,49.207115,326.063
-123.110146,49.207603,297.0
-123.107864,49.216869,1488.063
-123.111885,49.207039,67855.063
-123.058098,49.282101,306.0
-123.083107,49.230873,329.0
-123.085159,49.229237,206.0
-123.087845,49.231514,273.0
-123.111069,49.207066,374.063
-123.110146,49.20763,283.0
-123.106583,49.210114,1242.063
-123.116798,49.23428,625.063
-123.111092,49.207245,71.063
-123.111885,49.208321,398.063
-123.112808,49.207451,442.0
-123.115135,49.208244,152.063
-123.11483,49.208267,560.063
-123.114853,49.208729,485.063
-123.114883,49.208527,606.127
-123.112114,49.207424,539.063
-123.111267,49.207424,595.063
-123.112015,49.209419,146.063
-123.111168,49.207039,53802.063
-123.092758,49.210804,1306.127
-123.09256,49.210777,910.063
-123.09169,49.212158,258.063
-123.093018,49.211391,166.063
-123.077431,49.232563,246.0
-123.043816,49.246284,259.063
-123.094147,49.244007,550.127
-123.091713,49.262005,416.0
-123.103203,49.263309,288.99
-123.097801,49.265461,285.063
-123.113777,49.268711,99.063
-123.090637,49.273857,1352.063
-123.091583,49.274139,310.063
-123.091454,49.274216,220.063
-123.051727,49.285248,272.063
-123.051903,49.285378,137.063
-123.073257,49.282738,101.0
-123.065575,49.284557,1159.063
-123.106819,49.283993,1546.063
-123.107712,49.279461,357.063
-123.090767,49.273678,4671.127
-123.091866,49.283508,318.063
-123.111885,49.208321,170.127
-123.111908,49.208294,548.063
-123.114883,49.208527,163.063
-123.114929,49.208267,100.127
-123.114853,49.208729,64.063
-123.112297,49.207577,172.063
-123.113525,49.207783,1014.063
-123.112144,49.207424,1300.063
-123.110298,49.207653,1276.063
-123.111191,49.207039,53554.063
-123.09256,49.210777,1189.063
-123.090919,49.213619,195.063
-123.090919,49.215359,437.0
-123.04438,49.248871,228.0
-123.090637,49.274113,1600.063
-123.096268,49.281765,111.063
-123.115623,49.286144,205.0
-123.127243,49.286095,3238.063
-123.107613,49.279102,552.063
-123.090897,49.274059,4307.063
-123.031296,49.228851,312.127
-123.11483,49.208626,220.127
-123.112495,49.207272,863.063
-123.110321,49.207321,317.063
-123.106178,49.211163,910.063
-123.106255,49.211239,1277.063
-123.112396,49.207783,111.063
-123.113396,49.207706,390.063
-123.112038,49.209419,282.063
-123.112015,49.209599,70.063
-123.111221,49.207016,7032.0
-123.111908,49.208321,143.063
-123.110657,49.207115,857.063
-123.10981,49.281792,2598.063
-123.119102,49.280998,2467.063
-123.089844,49.273754,1448.127
-123.119232,49.281101,8341.063
-123.127884,49.278286,2015.063
-123.112526,49.285736,3595.063
-123.097725,49.283352,263.0
-123.097755,49.283508,970.063
-123.087204,49.272961,151.063
-123.102135,49.278847,1353.063
-123.087234,49.272961,109.063
-123.111908,49.208294,495.063
-123.111168,49.207039,140.063
-123.111732,49.207142,312.0
-123.09256,49.210777,2077.063
-123.027328,49.2192,158.063
-123.028099,49.218842,112.063
-123.031219,49.228901,613.063
-123.100647,49.252121,223.0
-123.070335,49.268738,423.063
-123.091484,49.274216,534.063
-123.059837,49.273167,79.0
-123.048523,49.277874,113.127
-123.061325,49.285275,407.063
-123.115242,49.266304,131.127
-123.127144,49.286068,1227.063
-123.107613,49.279564,313.0
-123.107613,49.279232,461.063
-123.090973,49.274036,4068.127
-123.122459,49.262821,236.063
-123.130882,49.209934,156.127
-123.114799,49.208652,161.063
-123.113342,49.20763,435.063
-123.111732,49.208321,649.063
-123.112495,49.207272,588.063
-123.106224,49.211185,2474.127
-123.111168,49.207039,53026.063
-123.110886,49.207169,667.063
-123.09256,49.210804,488.137
-123.080551,49.251839,426.0
-123.130699,49.283585,89.063
-123.091942,49.274239,159.063
-123.09066,49.273857,2240.063
-123.091354,49.274059,495.063
-123.087334,49.273422,504.063
-123.125069,49.277081,259.063
-123.141296,49.28896,459.0
-123.136307,49.290676,89.063
-123.126274,49.28553,3690.063
-123.107613,49.279232,1081.063
-123.090942,49.274036,4559.127
-123.106354,49.211185,97.127
-123.111755,49.208321,296.063
-123.114883,49.2085,875.063
-123.11483,49.208679,125.063
-123.112244,49.207783,104.063
-123.113472,49.207706,120.063
-123.112526,49.207092,675.063
-123.112473,49.207218,434.063
-123.113602,49.207756,343.063
-123.106255,49.211163,265.063
-123.106224,49.211136,1424.063
-123.111168,49.207039,53270.0
-123.09256,49.210777,1928.063
-123.031219,49.228878,316.063
-123.154915,49.235149,611.063
-123.090584,49.273983,3504.063
-123.126198,49.285454,2675.063
-123.125885,49.285477,1342.063
-123.107765,49.279335,188.063
-123.09169,49.274162,706.063
-123.091072,49.27401,4028.063
-123.115677,49.210571,512.063
-123.110298,49.207554,395.063
-123.114883,49.208473,575.063
-123.112602,49.207115,682.063
-123.11055,49.207451,474.063
-123.106201,49.211163,2890.063
-123.09832,49.280334,3078.063
-123.089485,49.273651,291.063
-123.089661,49.27401,1302.063
-123.089638,49.273701,194.063
-123.097961,49.280384,8289.063
-123.089508,49.273624,313.063
-123.089897,49.273781,1230.063
-123.089584,49.273678,186.063
-123.094704,49.281204,6577.063
-123.094658,49.28302,21.0
-123.087975,49.281639,250.127
-123.087234,49.272987,595.063
-123.09256,49.210777,2634.063
-123.043816,49.24585,175.0
-123.031197,49.228878,568.063
-123.077301,49.260571,317.063
-123.05275,49.283352,214.0
-123.037209,49.290344,269.063
-123.038925,49.290878,225.0
-123.087158,49.272987,314.063
-123.090538,49.27388,159.063
-123.168076,49.250099,192.063
-123.127197,49.286144,769.063
-123.1082,49.279819,602.063
-123.090843,49.273857,4370.063
-123.093399,49.282738,1387.063
-123.136742,49.264462,200.0
-123.111862,49.208321,339.127
-123.114883,49.208473,613.063
-123.114754,49.208447,471.063
-123.114777,49.208218,745.0
-123.112549,49.207142,590.063
-123.110298,49.207169,397.063
-123.106201,49.211163,1864.063
-123.111168,49.207039,5226.0
-123.087105,49.273293,29672.063
-123.111168,49.207039,14776.063
-123.111832,49.207142,789.127
-123.102005,49.213108,328.063
-123.031273,49.228851,391.063
-123.041481,49.267227,262.063
-123.041359,49.267124,69.063
-123.031067,49.273216,95.063
-123.105789,49.283813,199.0
-123.14637,49.271629,259.0
-123.15937,49.272705,133.063
-123.090637,49.273857,2460.063
-123.124809,49.278286,468.063
-123.127197,49.286118,2137.063
-123.107613,49.279308,1614.063
-123.090996,49.27401,3851.063
-123.09343,49.282715,209.063
-123.09343,49.282764,233.063
-123.101723,49.237503,405.0
-123.112808,49.207451,420.0
-123.114883,49.208576,465.063
-123.114723,49.208603,621.063
-123.112495,49.207272,820.063
-123.111679,49.208321,885.073
-123.112373,49.207886,471.127
-123.106224,49.211163,1097.063
-123.111168,49.207039,52627.0
-123.09256,49.210777,1374.063
-123.103256,49.23502,169.0
-123.09343,49.282917,2390.063
-123.064369,49.28397,46.063
-123.092072,49.274216,203.063
-123.091766,49.274292,268.0
-123.090202,49.273804,1894.0
-123.096733,49.271782,499.0
-123.127243,49.286118,4229.127
-123.107735,49.279362,1937.063
-123.090942,49.27401,4190.0
-123.106224,49.211163,166.063
-123.112015,49.209396,276.063
-123.111732,49.208294,165.063
-123.114883,49.208447,312.063
-123.112549,49.207142,943.063
-123.113342,49.207653,904.127
-123.112373,49.20768,239.0
-123.106201,49.211163,598.063
-123.106201,49.211163,1065.063
-123.111168,49.207039,47604.063
-123.111702,49.207142,574.0
-123.112267,49.209141,314.0
-123.088997,49.27401,1895.0
-123.112473,49.207195,482.0
-123.111473,49.207092,219.0
-123.111168,49.207039,167.063
-123.111191,49.207039,232.0
-123.112602,49.208706,206.0
-123.103157,49.209831,194.0
-123.185303,49.227009,609.063
-123.163414,49.263973,321.0
-123.138275,49.293465,270.063
-123.126244,49.285477,525.063
-123.127243,49.286118,2129.063
-123.126244,49.28553,1453.063
