hex_id,count,Avg_stop_dur
8a28de88926ffff,2,108.0
8a28de889297fff,2,342.063
8a28de88929ffff,1,228.0
8a28de8892b7fff,1,173.0
8a28de8892c7fff,1,62.063
8a28de8892d7fff,3,326.063
8a28de8892dffff,2,198.0315
8a28de889307fff,2,571.595
8a28de889317fff,1,10.873
8a28de889327fff,1,26.0
8a28de889337fff,1,1128.0
8a28de889367fff,1,562.0
8a28de889377fff,1,673.063
8a28de889387fff,1,337.0
8a28de8893affff,1,342.0
8a28de889417fff,1,300.0
8a28de889437fff,1,4283.063
8a28de88945ffff,1,724.063
8a28de8894e7fff,4,499.76575
8a28de8894effff,2,280.0
8a28de8894f7fff,2,222.5
8a28de88954ffff,5,440.0758000000001
8a28de889557fff,1,227.0
8a28de889567fff,2,216.0
8a28de88956ffff,3,255.66666666666666
8a28de889607fff,2,191.0315
8a28de88960ffff,4,263.0
8a28de889627fff,1,211.0
8a28de88962ffff,1,223.0
8a28de889637fff,2,164.0315
8a28de889647fff,1,312.063
8a28de889657fff,3,198.35433333333333
8a28de88965ffff,1,189.0
8a28de889667fff,5,369.4126
8a28de88966ffff,1,308.0
8a28de889697fff,1,932.0
8a28de88969ffff,1,86.063
8a28de8896a7fff,1,241.0
8a28de8896c7fff,1,297.063
8a28de8896cffff,2,178.657
8a28de8896d7fff,1,324.0
8a28de8896e7fff,4,433.529
8a28de889717fff,1,185.063
8a28de88971ffff,3,319.35433333333333
8a28de889737fff,1,2393.063
8a28de889747fff,1,323.127
8a28de889757fff,4,410.07925
8a28de88978ffff,2,545.063
8a28de88979ffff,2,383.5315
8a28de8897a7fff,3,226.66666666666666
8a28de8897affff,1,176.0
8a28de8897b7fff,1,262.0
8a28de889807fff,2,285.563
8a28de889817fff,1,654.0
8a28de889827fff,4,1029.26575
8a28de889847fff,1,661.0
8a28de889857fff,1,132.063
8a28de88985ffff,1,635.063
8a28de88986ffff,1,361.0
8a28de889897fff,3,254.66666666666666
8a28de8898affff,1,263.0
8a28de8898dffff,1,260.063
8a28de88990ffff,2,1643.625
8a28de889927fff,1,209.0
8a28de88995ffff,3,363.0
8a28de889967fff,1,788.063
8a28de88999ffff,1,3576.127
8a28de889a07fff,2,129.0315
8a28de889a5ffff,1,232.0
8a28de889a97fff,1,245.0
8a28de889ad7fff,2,167.5315
8a28de889b27fff,2,396.5
8a28de889b47fff,1,315.0
8a28de889b4ffff,1,871.0
8a28de889b87fff,1,702.063
8a28de889b97fff,2,471.09549999999996
8a28de889c4ffff,1,215.063
8a28de889c87fff,1,204.0
8a28de889ca7fff,1,640.0
8a28de889ceffff,1,766.0
8a28de889d27fff,1,700.0
8a28de889d37fff,2,135.063
8a28de889d6ffff,2,227.5315
8a28de88b34ffff,1,223.0
8a28de88b877fff,3,1091.0843333333335
8a28de88ba4ffff,2,184.0
8a28de88ba57fff,4,266.0
8a28de88ba5ffff,1,1627.063
8a28de88ba67fff,1,417.063
8a28de88ba6ffff,3,442.37533333333334
8a28de88baeffff,2,198.96800000000002
8a28de88bb0ffff,1,221.0
8a28de88bb57fff,1,360.0
8a28de88bb6ffff,1,3290.063
8a28de88d00ffff,1,206.0
8a28de88d0a7fff,1,208.0
8a28de88d28ffff,1,23.813
8a28de88d297fff,1,206.0
8a28de88d2cffff,1,4479.063
8a28de88d39ffff,1,279.0
8a28de88d42ffff,1,213.0
8a28de88d44ffff,1,230.0
8a28de88d4cffff,1,257.0
8a28de88d50ffff,1,216.0
8a28de88d54ffff,1,188.0
8a28de88d577fff,2,204.0
8a28de88d607fff,4,178.0
8a28de88d617fff,1,593.936
8a28de88d657fff,1,372.0
8a28de88d667fff,2,228.5
8a28de88d6dffff,1,486.127
8a28de88d6f7fff,1,818.063
8a28de88d70ffff,1,754.0
8a28de88da67fff,1,200.936
8a28de88db9ffff,1,306.063
8a28de8c006ffff,1,1509.936
8a28de8c00affff,2,170.4415
8a28de8c00d7fff,1,175.0
8a28de8c00e7fff,1,474.936
8a28de8c00f7fff,1,333.063
8a28de8c0107fff,1,262.063
8a28de8c0127fff,1,547.063
8a28de8c0147fff,10,462.93770000000006
8a28de8c014ffff,1,611.063
8a28de8c0157fff,1,1676.063
8a28de8c016ffff,1,463.063
8a28de8c0177fff,1,510.063
8a28de8c01affff,1,259.0
8a28de8c0217fff,1,423.0
8a28de8c029ffff,2,1357.0635
8a28de8c0317fff,1,280.0
8a28de8c038ffff,2,550.5
8a28de8c039ffff,1,202.0
8a28de8c03affff,1,289.0
8a28de8c0427fff,2,394.5635
8a28de8c0437fff,1,690.936
8a28de8c0457fff,1,1099.063
8a28de8c04d7fff,1,278.0
8a28de8c04f7fff,1,298.0
8a28de8c0507fff,1,232.0
8a28de8c050ffff,1,549.063
8a28de8c051ffff,2,361.5
8a28de8c0557fff,1,747.063
8a28de8c055ffff,1,304.063
8a28de8c0577fff,1,230.0
8a28de8c05b7fff,1,590.0
8a28de8c0607fff,1,274.063
8a28de8c061ffff,1,32.873
8a28de8c0637fff,1,28.813
8a28de8c06b7fff,2,380.5315
8a28de8c06c7fff,2,283.9685
8a28de8c0727fff,1,1927.936
8a28de8c075ffff,1,1364.127
8a28de8c07a7fff,1,1854.0
8a28de8c080ffff,1,41.064
8a28de8c081ffff,1,899.127
8a28de8c0847fff,1,352.063
8a28de8c0857fff,2,145.468
8a28de8c085ffff,1,723.936
8a28de8c0867fff,1,207.063
8a28de8c0887fff,1,141.063
8a28de8c08e7fff,3,376.37533333333334
8a28de8c08effff,1,240.0
8a28de8c08f7fff,2,138.0315
8a28de8c0957fff,2,140.5635
8a28de8c095ffff,1,906.063
8a28de8c096ffff,1,341.063
8a28de8c0977fff,1,366.063
8a28de8c09affff,1,373.063
8a28de8c0a0ffff,2,503.063
8a28de8c0a17fff,4,331.313
8a28de8c0a1ffff,5,627.825
8a28de8c0a5ffff,1,377.063
8a28de8c0a97fff,2,1206.563
8a28de8c0aa7fff,5,483.57439999999997
8a28de8c0ab7fff,9,1157.9521111111112
8a28de8c0aeffff,1,1570.0
8a28de8c0b07fff,1,278.0
8a28de8c0b0ffff,1,239.0
8a28de8c0b57fff,1,2489.063
8a28de8c0b5ffff,1,309.937
8a28de8c0b97fff,1,283.063
8a28de8c0b9ffff,1,221.0
8a28de8c0c17fff,1,672.063
8a28de8c0c1ffff,2,164.095
8a28de8c0c2ffff,1,271.0
8a28de8c0d1ffff,1,517.0
8a28de8c0d4ffff,1,495.063
8a28de8c0d5ffff,3,365.6456666666666
8a28de8c0db7fff,1,147.063
8a28de8c1097fff,2,529.0315
8a28de8c10c7fff,1,319.0
8a28de8c10dffff,4,1095.8290000000002
8a28de8c110ffff,1,372.0
8a28de8c1177fff,1,500.0
8a28de8c1247fff,2,249.5315
8a28de8c1287fff,1,337.127
8a28de8c12c7fff,1,166.0
8a28de8c12e7fff,1,444.063
8a28de8c130ffff,2,203.5
8a28de8c131ffff,2,392.0315
8a28de8c1337fff,1,334.0
8a28de8c134ffff,1,700.0
8a28de8c1367fff,1,290.0
8a28de8c136ffff,1,292.0
8a28de8c14d7fff,2,1147.5315
8a28de8c14f7fff,1,578.0
8a28de8c1527fff,1,463.063
8a28de8c1557fff,1,241.0
8a28de8c1567fff,1,106.063
8a28de8c1627fff,2,124.5635
8a28de8c162ffff,1,189.0
8a28de8c169ffff,1,186.0
8a28de8c16a7fff,1,336.0
8a28de8c16c7fff,1,445.0
8a28de8c16d7fff,1,228.0
8a28de8c16dffff,1,78.063
8a28de8c170ffff,1,168.0
8a28de8c1717fff,2,346.063
8a28de8c1777fff,1,263.0
8a28de8c1797fff,1,192.063
8a28de8c17affff,1,205.0
8a28de8c1807fff,1,700.063
8a28de8c182ffff,1,495.0
8a28de8c185ffff,1,256.187
8a28de8c1867fff,1,236.187
8a28de8c188ffff,1,161.063
8a28de8c1897fff,1,114.0
8a28de8c18effff,1,209.0
8a28de8c190ffff,1,396.0
8a28de8c195ffff,1,507.127
8a28de8c196ffff,1,312.0
8a28de8c1987fff,1,459.0
8a28de8c1a2ffff,1,886.187
8a28de8c1a47fff,1,571.063
8a28de8c1a4ffff,1,128.0
8a28de8c1a5ffff,2,864.4995
8a28de8c1a6ffff,1,189.0
8a28de8c1ab7fff,2,494.5315
8a28de8c1b17fff,1,196.063
8a28de8c1baffff,1,281.0
8a28de8c1c17fff,1,217.0
8a28de8c1c37fff,2,315.9685
8a28de8c1ca7fff,1,198.0
8a28de8c1cb7fff,1,655.063
8a28de8c1ccffff,1,611.063
8a28de8c1d0ffff,1,816.063
8a28de8c1d4ffff,1,278.0
8a28de8c1d9ffff,1,156.0
8a28de8c204ffff,4,415.57899999999995
8a28de8c206ffff,4,287.063
8a28de8c2077fff,2,268.468
8a28de8c20affff,1,241.063
8a28de8c20b7fff,1,344.0
8a28de8c20c7fff,2,499.0315
8a28de8c20f7fff,2,186.063
8a28de8c2117fff,1,422.0
8a28de8c211ffff,1,289.0
8a28de8c2197fff,2,223.563
8a28de8c2227fff,1,327.0
8a28de8c2237fff,1,247.0
8a28de8c229ffff,2,1033.063
8a28de8c2387fff,2,170.063
8a28de8c23a7fff,3,131.37533333333332
8a28de8c2467fff,1,524.063
8a28de8c2487fff,2,429.0935
8a28de8c249ffff,1,204.0
8a28de8c2517fff,1,449.063
8a28de8c2537fff,1,256.063
8a28de8c2547fff,4,327.26575
8a28de8c269ffff,3,474.7296666666666
8a28de8c26b7fff,2,432.0
8a28de8c2737fff,1,4387.063
8a28de8c2787fff,7,480.05400000000003
8a28de8c278ffff,1,19.063
8a28de8c279ffff,2,455.0315
8a28de8c27a7fff,6,630.0843333333333
8a28de8c2807fff,1,386.073
8a28de8c2857fff,1,605.063
8a28de8c2a6ffff,1,212.0
8a28de8c2b17fff,1,635.063
8a28de8c2b37fff,4,980.54725
8a28de8c2b6ffff,1,602.063
8a28de8c2ba7fff,1,282.0
8a28de8c2c47fff,1,1283.0
8a28de8c2c4ffff,1,189.0
8a28de8c2c97fff,3,659.3543333333333
8a28de8c2ccffff,1,167.063
8a28de8c2d17fff,3,423.6666666666667
8a28de8c2d37fff,2,212.0315
8a28de8c3027fff,1,361.0
8a28de8c3037fff,1,204.0
8a28de8c304ffff,1,183.0
8a28de8c3057fff,1,367.127
8a28de8c30c7fff,1,88.127
8a28de8c30effff,1,742.063
8a28de8c3127fff,1,261.0
8a28de8c3207fff,1,135.0
8a28de8c3217fff,2,223.563
8a28de8c3277fff,1,91.063
8a28de8c328ffff,1,175.064
8a28de8c32c7fff,2,103.563
8a28de8c32d7fff,2,241.0
8a28de8c32dffff,1,470.063
8a28de8c32effff,2,129.563
8a28de8c3347fff,1,380.0
8a28de8c3407fff,2,1010.595
8a28de8c340ffff,1,170.0
8a28de8c341ffff,1,103.063
8a28de8c3437fff,2,659.063
8a28de8c349ffff,2,347.0
8a28de8c34dffff,2,231.0315
8a28de8c352ffff,3,423.3543333333334
8a28de8c3577fff,1,449.063
8a28de8c358ffff,2,356.0
8a28de8c360ffff,2,386.063
8a28de8c3617fff,1,518.127
8a28de8c366ffff,1,232.063
8a28de8c36a7fff,2,334.563
8a28de8c36d7fff,2,267.0
8a28de8c371ffff,1,324.0
8a28de8c3757fff,2,247.5315
8a28de8c3767fff,2,340.5
8a28de8c3777fff,2,176.5315
8a28de8c379ffff,1,402.063
8a28de8c381ffff,1,215.127
8a28de8c385ffff,1,119.063
8a28de8c3887fff,2,264.563
8a28de8c388ffff,1,248.0
8a28de8c38a7fff,1,218.0
8a28de8c38c7fff,1,137.063
8a28de8c3937fff,4,580.8127499999999
8a28de8c3a1ffff,1,2745.127
8a28de8c3a27fff,3,373.0843333333333
8a28de8c3a57fff,1,875.0
8a28de8c3a5ffff,1,542.0
8a28de8c3b17fff,1,733.063
8a28de8c3b37fff,1,251.063
8a28de8c3b57fff,1,1291.0
8a28de8c3b6ffff,2,191.125
8a28de8c3b77fff,1,539.94
8a28de8c3c97fff,1,103.0
8a28de8c3d4ffff,1,533.0
8a28de8c3d5ffff,1,236.876
8a28de8c3d6ffff,1,94.063
8a28de8c4017fff,1,777.063
8a28de8c401ffff,1,118.063
8a28de8c40effff,6,595.7193333333333
8a28de8c4167fff,2,290.0315
8a28de8c4187fff,2,928.9995
8a28de8c4237fff,2,294.5
8a28de8c4257fff,3,656.3963333333335
8a28de8c42effff,1,75.063
8a28de8c4347fff,1,202.063
8a28de8c43affff,1,239.0
8a28de8c440ffff,2,178.5315
8a28de8c4447fff,1,202.0
8a28de8c4477fff,1,209.063
8a28de8c44effff,1,424.0
8a28de8c4507fff,2,344.0315
8a28de8c4517fff,2,2474.5315
8a28de8c4527fff,1,203.0
8a28de8c4587fff,1,191.0
8a28de8c458ffff,1,255.0
8a28de8c459ffff,2,265.563
8a28de8c4627fff,1,370.0
8a28de8c465ffff,1,281.0
8a28de8c46f7fff,2,620.5315
8a28de8c471ffff,1,283.0
8a28de8c479ffff,1,562.127
8a28de8c47b7fff,1,282.0
8a28de8c4877fff,1,256.0
8a28de8c4897fff,1,309.25
8a28de8c4917fff,1,172.063
8a28de8c491ffff,1,766.063
8a28de8c49b7fff,2,390.5
8a28de8c4ab7fff,1,262.0
8a28de8c4c0ffff,5,348.28860000000003
8a28de8c4c2ffff,2,395.563
8a28de8c4c5ffff,1,77.063
8a28de8c4c77fff,1,268.0
8a28de8c4ce7fff,1,123.063
8a28de8c4d0ffff,2,94.563
8a28de8c4d2ffff,3,628.7086666666667
8a28de8c4d37fff,1,91.187
8a28de8c4d5ffff,1,73.063
8a28de8c4d77fff,1,302.063
8a28de8c4d8ffff,1,708.0
8a28de8c5027fff,1,360.0
8a28de8c524ffff,1,202.0
8a28de8c5257fff,1,195.063
8a28de8c529ffff,1,350.0
8a28de8c530ffff,1,609.063
8a28de8c531ffff,1,371.063
8a28de8c5357fff,1,428.0
8a28de8c54affff,2,502.0315
8a28de8c54b7fff,2,163.0635
8a28de8c54dffff,4,51.32825
8a28de8c560ffff,1,722.063
8a28de8c5657fff,1,574.063
8a28de8c56affff,3,239.66666666666666
8a28de8c56c7fff,1,249.0
8a28de8c56dffff,1,169.0
8a28de8c56effff,2,396.0
8a28de8c6027fff,2,3560.063
8a28de8c604ffff,1,115.063
8a28de8c609ffff,3,1063.3963333333334
8a28de8c60b7fff,1,463.063
8a28de8c60e7fff,1,923.124
8a28de8c6127fff,1,496.063
8a28de8c6147fff,1,806.063
8a28de8c61affff,1,2904.063
8a28de8c6217fff,1,353.063
8a28de8c624ffff,1,223.0
8a28de8c628ffff,1,155.063
8a28de8c6307fff,2,1091.0635
8a28de8c630ffff,1,2519.063
8a28de8c6327fff,1,370.0
8a28de8c6407fff,1,198.0
8a28de8c6437fff,1,89.0
8a28de8c6447fff,1,431.0
8a28de8c6477fff,1,224.0
8a28de8c6487fff,1,180.0
8a28de8c64cffff,1,283.0
8a28de8c651ffff,1,198.0
8a28de8c6587fff,2,134.063
8a28de8c658ffff,1,643.063
8a28de8c659ffff,3,286.0
8a28de8c65b7fff,1,273.0
8a28de8c6637fff,3,481.3786666666667
8a28de8c668ffff,1,216.0
8a28de8c66d7fff,3,475.0
8a28de8c66dffff,1,427.0
8a28de8c66f7fff,1,255.0
8a28de8c6707fff,1,625.063
8a28de8c6717fff,1,520.0
8a28de8c6757fff,2,572.0315
8a28de8c67affff,7,354.89314285714283
8a28de8c6827fff,1,1064.063
8a28de8c68dffff,1,492.063
8a28de8c68effff,1,240.0
8a28de8c6907fff,1,462.0
8a28de8c695ffff,1,512.063
8a28de8c6977fff,1,276.0
8a28de8c699ffff,1,200.0
8a28de8c6a07fff,1,219.0
8a28de8c6a5ffff,1,457.0
8a28de8c6a67fff,1,1784.063
8a28de8c6a9ffff,1,223.063
8a28de8c6aa7fff,1,525.0
8a28de8c6aaffff,2,316.0315
8a28de8c6b2ffff,1,619.063
8a28de8c6b87fff,10,999.0313
8a28de8c6b8ffff,31,1116.680161225807
8a28de8c6b9ffff,13,984.7504615384616
8a28de8c6ba7fff,1,329.063
8a28de8c6c87fff,1,469.187
8a28de8c6c9ffff,1,214.0
8a28de8c6ce7fff,1,523.063
8a28de8c6ceffff,3,1221.063
8a28de8c8047fff,1,209.0
8a28de8c8077fff,1,256.0
8a28de8c80b7fff,1,214.0
8a28de8c8107fff,1,300.0
8a28de8c8137fff,2,198.5
8a28de8c815ffff,1,204.0
8a28de8c818ffff,1,270.0
8a28de8c8207fff,1,594.0
8a28de8c821ffff,6,652.8543333333333
8a28de8c826ffff,1,199.0
8a28de8c82affff,1,176.063
8a28de8c82e7fff,1,1471.063
8a28de8c82f7fff,3,144.60299999999998
8a28de8c8387fff,1,532.063
8a28de8c8527fff,1,1124.186999
8a28de8c8587fff,8,584.132875
8a28de8c8597fff,1,14.936
8a28de8c85b7fff,1,1824.063
8a28de8c870ffff,2,1539.563
8a28de8c8777fff,5,231.4
8a28de8c880ffff,1,377.063
8a28de8c8817fff,1,525.124
8a28de8c881ffff,3,339.3963333333333
8a28de8c882ffff,1,158.063
8a28de8c8837fff,1,9.873
8a28de8c8877fff,1,627.063
8a28de8c88a7fff,1,513.063
8a28de8c88affff,1,125.063
8a28de8c88b7fff,1,641.063
8a28de8c88d7fff,1,219.063
8a28de8c8917fff,1,255.0
8a28de8c895ffff,1,235.0
8a28de8c8ab7fff,2,1143.563
8a28de8c8ac7fff,2,185.0315
8a28de8c8c4ffff,1,333.0
8a28de8c8d4ffff,4,474.563
8a28de8c9517fff,2,226.0315
8a28de8c954ffff,1,1747.063
8a28de8c9c9ffff,3,755.7086666666668
8a28de8ca91ffff,1,289.063
8a28de8ca967fff,1,493.063
8a28de8ca977fff,2,115.468
8a28de8cc4a7fff,4,979.0315
8a28de8cc4cffff,3,394.3963333333333
8a28de8cc51ffff,1,1458.0
8a28de8cc58ffff,1,600.063
8a28de8ccd8ffff,1,193.063
8a28de8ccda7fff,1,323.0
8a28de8ce01ffff,3,209.08433333333335
8a28de8ce047fff,1,352.063
8a28de8ce04ffff,6,287.2296666666667
8a28de8ce06ffff,5,661.4504000000001
8a28de8ce087fff,4,435.0472500000001
8a28de8ce09ffff,2,318.0
8a28de8ce0a7fff,3,528.73
8a28de8ce0affff,5,763.4504000000001
8a28de8ce0b7fff,5,1046.863
8a28de8ce0dffff,2,101.9365
8a28de8ce0f7fff,1,702.0
8a28de8ce117fff,1,301.0
8a28de8ce11ffff,2,351.5
8a28de8ce147fff,1,358.063
8a28de8ce207fff,3,806.0210000000001
8a28de8ce217fff,1,1577.936999
8a28de8ce21ffff,2,1225.063
8a28de8ce29ffff,1,151.0
8a28de8ce2a7fff,3,635.7723333333333
8a28de8ce2b7fff,7,906.5984285714286
8a28de8ce2c7fff,1,155.063
8a28de8ce2cffff,1,293.0
8a28de8ce2effff,1,441.063
8a28de8ce317fff,1,380.0
8a28de8ce397fff,1,221.0
8a28de8ce3affff,2,415.6565
8a28de8ce3b7fff,1,472.0
8a28de8ce44ffff,2,247.5315
8a28de8ce467fff,1,203.0
8a28de8ce477fff,1,482.063
8a28de8ce48ffff,3,195.0
8a28de8ce49ffff,1,307.0
8a28de8ce4affff,3,112.021
8a28de8ce4c7fff,1,1408.0
8a28de8ce4d7fff,3,177.042
8a28de8ce4e7fff,1,207.0
8a28de8ce4effff,1,271.063
8a28de8ce50ffff,1,220.0
8a28de8ce517fff,1,387.063
8a28de8ce51ffff,2,117.5315
8a28de8ce547fff,2,1024.0
8a28de8ce557fff,4,553.7972500000001
8a28de8ce577fff,2,173.4685
8a28de8ce587fff,1,321.0
8a28de8ce5a7fff,2,103.563
8a28de8ce5affff,3,579.7510000000001
8a28de8ce5b7fff,1,99.063
8a28de8ce60ffff,1,270.0
8a28de8ce64ffff,2,313.5
8a28de8ce66ffff,1,118.063
8a28de8ce707fff,1,237.0
8a28de8ce70ffff,1,191.063
8a28de8ce747fff,3,521.3553333333333
8a28de8ce76ffff,1,942.0
8a28de8ce797fff,3,592.0
8a28de8ce857fff,1,184.063
8a28de8ce877fff,3,611.9996666666666
8a28de8ce8b7fff,1,468.063
8a28de8ce8effff,3,211.042
8a28de8ce937fff,1,1973.063
8a28de8ce957fff,1,431.063
8a28de8ce977fff,1,130.063
8a28de8ce997fff,1,231.0
8a28de8ce99ffff,1,166.0
8a28de8cea87fff,1,261.0
8a28de8cea9ffff,1,396.063
8a28de8ceaa7fff,1,150.0
8a28de8ceab7fff,1,194.063
8a28de8cead7fff,1,237.0
8a28de8ceb27fff,1,185.0
8a28de8ceb37fff,1,351.0
8a28de8ceb5ffff,1,272.063
8a28de8ceb6ffff,1,280.127
8a28de8ceb77fff,1,503.063
8a28de8ceba7fff,1,427.063
8a28de8cec07fff,1,233.063
8a28de8cec0ffff,1,723.063
8a28de8cec2ffff,1,216.0
8a28de8cec6ffff,2,571.0315
8a28de8cec77fff,1,239.063
8a28de8cec87fff,2,939.095
8a28de8cec8ffff,1,283.0
8a28de8cec97fff,1,482.063
8a28de8ceca7fff,1,778.063
8a28de8cecc7fff,1,364.063
8a28de8ced07fff,1,1260.127
8a28de8ced87fff,1,215.063
8a28de8ced8ffff,2,858.0635000000001
8a28de8ced97fff,1,2.063
8a28de8d005ffff,3,322.70866666666666
8a28de8d0067fff,1,630.063
8a28de8d00affff,1,239.0
8a28de8d00effff,1,2443.063
8a28de8d00f7fff,1,843.063
8a28de8d010ffff,2,439.5635
8a28de8d0117fff,1,516.0
8a28de8d011ffff,1,417.0
8a28de8d014ffff,1,232.0
8a28de8d01b7fff,2,222.5
8a28de8d0227fff,1,229.0
8a28de8d025ffff,1,327.0
8a28de8d0297fff,2,295.9995
8a28de8d02a7fff,2,384.0
8a28de8d02affff,2,322.0
8a28de8d02c7fff,1,200.0
8a28de8d02d7fff,3,323.3333333333333
8a28de8d02e7fff,3,416.6876666666667
8a28de8d02effff,1,226.0
8a28de8d0317fff,1,152.063
8a28de8d0337fff,1,477.063
8a28de8d0347fff,1,485.0
8a28de8d036ffff,1,234.0
8a28de8d0397fff,5,223.2
8a28de8d039ffff,1,217.0
8a28de8d03affff,2,529.063
8a28de8d0417fff,2,235.0315
8a28de8d0457fff,1,783.0
8a28de8d048ffff,1,424.0
8a28de8d0497fff,3,471.6666666666667
8a28de8d0507fff,2,420.5
8a28de8d050ffff,1,197.0
8a28de8d052ffff,2,323.0
8a28de8d0557fff,1,103.063
8a28de8d05affff,2,740.5315
8a28de8d05b7fff,1,412.0
8a28de8d0607fff,1,222.0
8a28de8d060ffff,3,288.3333333333333
8a28de8d061ffff,1,265.0
8a28de8d062ffff,1,190.0
8a28de8d0647fff,1,583.063
8a28de8d064ffff,4,356.25
8a28de8d066ffff,4,334.04725
8a28de8d0677fff,1,204.063
8a28de8d06cffff,1,256.0
8a28de8d06d7fff,1,532.063
8a28de8d0707fff,1,644.0
8a28de8d070ffff,1,166.063
8a28de8d0717fff,1,166.0
8a28de8d072ffff,1,260.25
8a28de8d074ffff,1,321.063
8a28de8d0767fff,1,296.0
8a28de8d076ffff,1,352.0
8a28de8d0787fff,1,231.0
8a28de8d07a7fff,1,215.0
8a28de8d0807fff,1,467.0
8a28de8d080ffff,2,264.0635
8a28de8d0817fff,2,225.0
8a28de8d081ffff,1,212.0
8a28de8d0847fff,1,209.0
8a28de8d085ffff,1,576.936
8a28de8d0877fff,2,256.495
8a28de8d0887fff,2,197.5315
8a28de8d08affff,1,117.063
8a28de8d08b7fff,3,233.66666666666666
8a28de8d08effff,2,274.468
8a28de8d091ffff,1,192.99
8a28de8d0927fff,1,83.127
8a28de8d0937fff,1,227.0
